MP_mean,MP_std,MP_min,MP_max,MP_median,TC_mean,TC_std,TC_min,TC_max,TC_median,VT_mean,VT_std,VT_min,VT_max,VT_median,DRM_mean,DRM_std,DRM_min,DRM_max,DRM_median,VL_mean,VL_std,VL_min,VL_max,VL_median
0.6459439027342675,7.565990011975552,0.0,621.6193576912892,0.0,14.683987557111688,129.47900741221642,0.0,14653.135572731622,1.508211137195394,21.38094711891662,48.78890126183458,0.0,2519.75894986781,8.68073145536894,0.9495931294793172,9.136713422308704,0.0,1210.1495288147603,0.0,0.7408165889304033,9.627171764723684,0.0,1016.655527946386,0.0
